,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.7137439846992493,0.599599301815033,0.5956681966781616,0.5947790741920471,0.5943427681922913,0.5940162539482117,0.5938670635223389,0.593638002872467,0.5937132239341736,0.5935887098312378,0.5935437083244324,0.5932847261428833,0.5935222506523132,0.5930261015892029,0.5933975577354431
