datetime,gas_limit,gas_used,Open,avg_gas_price,max_gas_price,min_gas_price,block_utilisation
2021-11-26 09:10:00,29985789.74666667,16035151.536666667,4106.799000000001,2.5051052833333335e-07,1.0117414016666667e-06,2.1271201333333333e-07,0.5347536786496736
2021-11-26 09:20:00,29965499.383333333,16499647.85047619,4101.858,2.0680161976190473e-07,1.2528155319047618e-06,1.69141855e-07,0.5506862389982177
2021-11-26 09:30:00,29990206.206818182,17792415.664772727,4071.522,1.629679356060606e-07,1.0149025848484848e-06,1.302059433677985e-07,0.5932178930138334
2021-11-26 09:40:00,29982107.63738095,15250211.190238094,4094.2349999999997,1.6201757142857143e-07,9.273208738095238e-07,1.3647001095238096e-07,0.5086755947595623
2021-11-26 09:50:00,29961350.94285714,16944811.05,4076.6449999999995,1.6210995714285715e-07,9.433437928571429e-07,1.3825942358244523e-07,0.5656381977592935
2021-11-26 10:00:00,29993136.9,18784804.841666665,4054.9669999999996,1.7674123e-07,8.804244616666667e-07,1.5441244666666665e-07,0.6263329719349384
2021-11-26 10:10:00,29975571.97595238,15771653.929761905,4062.541,1.6718273928571427e-07,5.053566564285715e-07,1.4482897928571428e-07,0.5261957501708829
2021-11-26 10:20:00,29967391.5625,15084489.304166665,4066.3589999999995,1.4598452916666665e-07,4.82169735e-07,1.2836840586769583e-07,0.503312521535909
2021-11-26 10:30:00,29973088.28888889,16159357.978174603,4056.024,1.231962069697002e-07,6.51644621031746e-07,1.0697672141126824e-07,0.5390982945781021
2021-11-26 10:40:00,29974718.371190477,16989312.900714286,4069.2650000000003,1.1469288212696333e-07,6.870571404761905e-07,9.990510358093928e-08,0.566786521564275
2021-11-26 10:50:00,29971542.031428568,18786716.744761907,4058.446,1.149380090525787e-07,7.124742764285715e-07,1.0242947948450761e-07,0.6269091403361889
2021-11-26 11:00:00,29951932.068333335,16620110.656666666,4047.572,1.1832021638802666e-07,4.962941966666667e-07,1.0369573600966112e-07,0.5548971968279124
2021-11-26 11:10:00,29974379.436666667,19112638.303333335,4032.2160000000003,1.3863879666666668e-07,7.6079777e-07,1.2117245410605835e-07,0.6375505869859274
2021-11-26 11:20:00,29973525.906666666,14673298.176666668,4067.028,1.2558413664417333e-07,6.074261483333334e-07,1.0790870931722332e-07,0.4895644778683746
2021-11-26 11:30:00,29946629.305,15914361.643333334,4068.522,1.1849571379974333e-07,7.754140116666666e-07,9.951975650394e-08,0.5313230957970436
2021-11-26 11:40:00,29958093.843333334,17761491.458333332,4034.625,1.1005191271885166e-07,9.7207034e-07,9.177548448388334e-08,0.59276181746404
2021-11-26 11:50:00,29987065.063333333,16711955.015,4014.3160000000003,1.1126766342546667e-07,4.4764537999999993e-07,9.4947196617415e-08,0.5573591235290963
2021-11-26 12:00:00,29973831.090833336,16401951.441309523,3964.29,1.5214953678571428e-07,6.262742569047619e-07,1.3368008583333333e-07,0.5471961672563385
2021-11-26 12:10:00,29978910.616666667,15913910.002380952,3953.001,1.5651733214285715e-07,6.850361726190476e-07,1.3364153333333333e-07,0.530833311939586
2021-11-26 12:20:00,29998787.401666664,15782954.758333335,4012.7239999999997,1.4074206e-07,4.4548696722222223e-07,1.2297878346689778e-07,0.5261540841604815
2021-11-26 12:30:00,29976261.20690476,16068684.182619046,4032.197,1.1799713376949215e-07,3.941488766131857e-07,9.872846029413142e-08,0.5360678298583947
2021-11-26 12:40:00,29978844.975,15283276.87,4024.9970000000003,1.0167571269183055e-07,5.798982188888888e-07,8.409022240429222e-08,0.5098157152376437
2021-11-26 12:50:00,29961877.427380957,16740892.446666667,4037.815,1.0107730850332975e-07,4.6260479999999997e-07,8.847256843719285e-08,0.558793956799339
2021-11-26 13:00:00,29972981.050476193,15907555.786190476,4037.3589999999995,1.1483816900144643e-07,8.754725823809524e-07,9.872331151830309e-08,0.5306725116564264
2021-11-26 13:10:00,29991961.451666664,17870233.580000002,4024.6730000000002,1.033317374138419e-07,7.182129528571429e-07,8.770717270310428e-08,0.5958310215825128
2021-11-26 13:20:00,29956310.105,17346699.54083333,4042.9909999999995,9.551586346497e-08,8.775032013892666e-07,8.016381753788751e-08,0.5791389810758563
2021-11-26 13:30:00,29967719.435833335,16731874.643333334,4049.286,1.0853773277569048e-07,1.0788862603571428e-06,9.638636991355274e-08,0.5583115125470519
2021-11-26 13:40:00,29975845.083809525,15073066.13642857,4068.262,1.0742814541447332e-07,6.570546449999999e-07,9.476899595061715e-08,0.5028107530567321
2021-11-26 13:50:00,29993834.573333334,18559238.630000003,4082.371,1.2416228631242e-07,8.0787383e-07,1.066979796269e-07,0.6188428962123287
2021-11-26 14:00:00,29967763.118888892,15697702.417777777,4077.335,1.25135824929225e-07,9.173742441666667e-07,1.0781897995073334e-07,0.5238225645368751
2021-11-26 14:10:00,29964481.551428575,17132606.927619047,4090.2309999999998,1.3108435476190476e-07,6.360515357142857e-07,1.1571520991357738e-07,0.571811565094613
2021-11-26 14:20:00,29974431.322619043,16415966.192857143,4105.383,1.2014745146645715e-07,7.148132666666667e-07,1.0471263553031428e-07,0.547633035015325
2021-11-26 14:30:00,29964276.92693603,16757280.00016835,4115.348,1.3217046371862292e-07,1.4621070628427128e-06,1.1513117142546801e-07,0.559280648951203
2021-11-26 14:40:00,29992482.333333332,17097151.372896828,4098.551,1.0616366367503784e-07,7.219445479761905e-07,9.001080945154321e-08,0.5700389219770101
2021-11-26 14:50:00,29996067.301111113,16970560.39666667,4096.258,1.1473871688030667e-07,2.4206815816666666e-06,9.923089993547416e-08,0.5657661764891077
2021-11-26 15:00:00,29965891.45702381,16051381.763928572,4087.904,1.0650222454165344e-07,5.702389939285715e-07,9.067416997000512e-08,0.5356334947849974
2021-11-26 15:10:00,29971455.39702381,16718303.956547618,4066.696,1.0224840223976038e-07,4.6767990205627706e-07,8.904570434947673e-08,0.5577231183265349
2021-11-26 15:20:00,29978391.025,16798450.534166668,4066.317,9.800870662085335e-08,5.711398947413666e-07,8.387419978171499e-08,0.5603781776629064
2021-11-26 15:30:00,29996783.616666667,17829675.08690476,4065.2290000000003,1.203573836824012e-07,7.781815309523809e-07,1.0845297801500953e-07,0.5943634018423278
2021-11-26 15:40:00,30007921.1,15818197.884166667,4070.297,1.3304435651391665e-07,1.7491529041666668e-06,1.1143146295036666e-07,0.527097124061662
2021-11-26 15:50:00,29974607.405952383,17623469.70083333,4069.6330000000003,1.208759435291381e-07,8.487407939285715e-07,1.0652741948167379e-07,0.5878950976874258
2021-11-26 16:00:00,29944518.784761906,17932869.744761907,4061.685,1.4828375428571429e-07,8.444681642857143e-07,1.2711421678939286e-07,0.5988288969235847
2021-11-26 16:10:00,29974965.94444444,19051257.52777778,4054.5979999999995,1.7148683333333333e-07,1.0991900708333334e-06,1.5582942916666666e-07,0.6355876966564875
2021-11-26 16:20:00,29962571.15119048,17308647.289880954,4034.079,1.396596111904762e-07,7.877049064285715e-07,1.1793915241781499e-07,0.5777486898291088
2021-11-26 16:30:00,29979958.605714284,14839359.16595238,4070.282,1.3115426642857143e-07,9.481356042857143e-07,1.1148778062633143e-07,0.4949578991558596
2021-11-26 16:40:00,29988233.655,16238977.505,4086.1760000000004,1.1407769398038335e-07,6.390026733333334e-07,1.0044495779315334e-07,0.5415016388808399
2021-11-26 16:50:00,29952174.082010582,15969173.44642857,4086.943,1.1124320298508466e-07,1.1381610251322751e-06,9.671879214061773e-08,0.5332713633143406
2021-11-26 17:00:00,29975575.473333336,15564929.66388889,4072.245,1.1132329789052666e-07,4.578652838888889e-07,9.995972779841776e-08,0.5192213358590335
2021-11-26 17:10:00,29948813.218333334,15869719.991666665,4088.101,1.2779793578968667e-07,4.817288916666667e-07,1.1550843476342668e-07,0.5299553499503489
2021-11-26 17:20:00,29980918.366666667,16955994.955000002,4078.058,1.21139242765775e-07,3.4706185e-07,1.1086513883682832e-07,0.5655738735614897
2021-11-26 17:30:00,29970680.478703704,15734498.046296295,4088.9130000000005,1.284724861111111e-07,5.544796166666666e-07,1.140333145404861e-07,0.5249788321901292
2021-11-26 17:40:00,29966959.802222222,15023740.080317462,4099.6849999999995,1.1979745092314446e-07,4.912106715079366e-07,1.0700852714272104e-07,0.5013727428311874
2021-11-26 17:50:00,29948879.08952381,19616856.142142855,4078.9080000000004,1.1373660557226666e-07,6.038513416666666e-07,1.0028386269280833e-07,0.6549946564907054
2021-11-26 18:00:00,29983193.993333332,16778766.020714287,4066.593,1.2700172112051334e-07,6.203644233333333e-07,1.1277861804647e-07,0.5595853090319054
2021-11-26 18:10:00,29986271.160000004,18405438.29,4065.3559999999998,1.15860926742e-07,6.686933099999999e-07,1.0360797353590666e-07,0.6138053996300218
2021-11-26 18:20:00,29983789.24222222,14898408.46111111,4048.321,1.2005788429720002e-07,5.032803791666666e-07,1.0873441441735001e-07,0.49689371735525345
2021-11-26 18:30:00,29938779.175,15999816.834999999,4041.3660000000004,1.1126742083316e-07,6.59153985e-07,9.918715707876e-08,0.5344566729666229
2021-11-26 18:40:00,29963742.709642857,16139911.908095237,4061.0559999999996,1.0860678286654643e-07,3.743960977380953e-07,9.71474076236075e-08,0.5386763726538175
2021-11-26 18:50:00,29977252.016111113,16214816.341666665,4055.575,1.0159173504879722e-07,5.637102733333333e-07,9.163343132456334e-08,0.5408831255471293
2021-11-26 19:00:00,29957703.65388889,17213681.632777777,4052.2470000000003,2.0544825944444447e-07,1.247900088888889e-06,1.5861530287522224e-07,0.574696280721253
2021-11-26 19:10:00,29988236.771428574,16133136.175,4067.5769999999998,1.3422066732774524e-07,6.098621511904762e-07,1.1544141261554999e-07,0.5379834531620322
2021-11-26 19:20:00,29989416.97309524,17684186.27285714,4076.661,1.2429196153193333e-07,3.2801832166666664e-07,1.1045129294535833e-07,0.5897060058901313
2021-11-26 19:30:00,29964349.419999998,16526215.582380954,4078.1580000000004,1.2994610619047617e-07,4.1161042095238093e-07,1.1810828564500475e-07,0.5515990882590371
2021-11-26 19:40:00,29993006.24973545,17492499.586772487,4083.2309999999998,1.2450791130321295e-07,3.44090296031746e-07,1.1306984590855291e-07,0.5832373885880727
2021-11-26 19:50:00,29954283.3375,15588909.641666666,4087.822,1.1260482230592917e-07,4.562309999999999e-07,1.0206381730311584e-07,0.5204910030015928
2021-11-26 20:00:00,29964431.02916667,17960878.4575,4070.5589999999997,1.17286485e-07,5.404627791666667e-07,1.0398036443638333e-07,0.5995310116671853
2021-11-26 20:10:00,29988498.1625,16716549.15,4068.388,1.1854398806682915e-07,3.3730282666666667e-07,1.0952266141476582e-07,0.5574082383194736
2021-11-26 20:20:00,29974371.10333333,16498799.632499998,4067.9199999999996,1.1665966482732082e-07,3.701850275e-07,1.0570668536778749e-07,0.5504786559900664
2021-11-26 20:30:00,29971842.852821868,17415254.69223986,4083.04,1.1403467445963668e-07,4.5879615361552023e-07,9.974010092919207e-08,0.5811546769198613
2021-11-26 20:40:00,29961416.725,18397092.759999998,4087.4019999999996,1.3486504705779446e-07,2.665473146111111e-06,1.0929057710077722e-07,0.6140823207786986
2021-11-26 20:50:00,29989429.10833333,17035141.980833333,4110.979,1.113468170282881e-07,3.7877803571428576e-07,1.0066976343533094e-07,0.5680184207436599
2021-11-26 21:00:00,29976346.46049383,17160066.718518518,4120.111,1.1279266457708026e-07,7.886577265432099e-07,1.0019504286917036e-07,0.5724647449879326
2021-11-26 21:10:00,29948068.298333336,16262307.526666667,4101.029,1.4031464666666666e-07,9.076673166666666e-07,1.229147355467e-07,0.5430398198359069
2021-11-26 21:20:00,29975263.564761907,18241672.199761905,4101.398,1.3194426999999998e-07,6.159285966666667e-07,1.189912362266e-07,0.6084833766157548
2021-11-26 21:30:00,29983619.77619048,17113302.796031747,4105.308,1.2511902857142856e-07,5.187215264550265e-07,1.0997175815912169e-07,0.5707453887126356
2021-11-26 21:40:00,29982328.253333338,15576447.530714285,4104.4580000000005,1.2769760238095238e-07,5.043534204761905e-07,1.1456887284154095e-07,0.5194857539898334
2021-11-26 21:50:00,29976946.833333332,15524228.975,4088.28,1.3782668859636666e-07,5.460778916666667e-07,1.2208604882758334e-07,0.5178331152075322
2021-11-26 22:00:00,29951565.748333335,17452336.921666667,4079.023,1.2520391200708388e-07,5.540777594444445e-07,1.1113505518118057e-07,0.5826595671029401
2021-11-26 22:10:00,29984232.075555556,15689539.387222221,4093.404,1.0172071500701166e-07,3.215785608333333e-07,8.780458225423001e-08,0.5232518740884881
2021-11-26 22:20:00,29958900.01785714,16526571.819285715,4094.614,1.1469485777947857e-07,5.788628764285714e-07,1.0122105514308213e-07,0.5516856189379722
2021-11-26 22:30:00,29977900.653571427,15797596.180000002,4085.5160000000005,1.1267979674857286e-07,5.092316126190476e-07,9.910887939955619e-08,0.5269534808187261
2021-11-26 22:40:00,29961216.218518514,19964231.698148146,4083.523,1.0676376665382592e-07,4.508019740740741e-07,9.47271397547389e-08,0.6663189735890219
2021-11-26 22:50:00,29985116.110000003,16045686.65357143,4066.433,1.2952653523809524e-07,4.4306875714285714e-07,1.1825193826095715e-07,0.5350910936873338
2021-11-26 23:00:00,29995397.90547619,18154766.264761906,4068.72,1.1840450540215332e-07,9.228845266666667e-07,1.0385683101978334e-07,0.6052948847380933
2021-11-26 23:10:00,29923497.853333335,17751142.596666668,4087.7949999999996,1.3083956166666667e-07,8.285349400000001e-07,1.1739869751536668e-07,0.5932531346790662
2021-11-26 23:20:00,29975119.273214288,15223979.14940476,4065.3599999999997,1.492324597174127e-07,1.1889916261904762e-06,1.313676674329524e-07,0.5079224587160497
2021-11-26 23:30:00,29983738.365,18237848.19,4053.523,1.3108257680799524e-07,1.6421329578571428e-06,1.1188047749918452e-07,0.6082733137775985
2021-11-26 23:40:00,29974809.71,15659857.516666666,4041.7410000000004,1.3437274833333332e-07,7.582895050000001e-07,1.1822167662334333e-07,0.5223970834370788
2021-11-26 23:50:00,29965625.143333334,17301698.451666664,4035.8370000000004,1.1873442842777667e-07,6.8444781e-07,1.0613739215567e-07,0.5774115986603976
2021-11-27 00:00:00,29950430.915,15017753.195238095,4040.7120000000004,1.256353786343e-07,6.919638154761904e-07,1.1016000718961239e-07,0.5014443404123897
2021-11-27 00:10:00,29964753.905952383,15100894.716666665,4069.4800000000005,1.0096900136921559e-07,3.6415453797619047e-07,8.956276864265762e-08,0.5040020267831029
2021-11-27 00:20:00,29968475.904642858,17350053.386190478,4075.347,9.48386700043593e-08,4.479760475000001e-07,8.242867807988679e-08,0.5789231147645961
2021-11-27 00:30:00,29977999.360000003,17239447.893333334,4079.72,1.0127999258172833e-07,5.104043066666667e-07,8.9950297995235e-08,0.5751645166936454
2021-11-27 00:40:00,29965820.273333333,17503983.97809524,4090.332,9.535993971676548e-08,4.561173191238933e-07,8.256009227127238e-08,0.5841545006363515
2021-11-27 00:50:00,29992169.54960317,15423888.20568783,4073.487,9.018306168594114e-08,2.460798396897407e-07,8.25167852517672e-08,0.5142556692675484
2021-11-27 01:00:00,29992877.458333332,17655903.225833334,4077.432,9.567658031137917e-08,3.705106375e-07,8.646548088706667e-08,0.5886706146402554
2021-11-27 01:10:00,29972165.96666667,15679645.615,4063.432,1.0562513448469834e-07,4.928910033333334e-07,9.516851896073666e-08,0.5231554546613242
2021-11-27 01:20:00,29987743.715952378,19229179.676309522,4061.085,1.1534949821959286e-07,5.724896061904761e-07,1.0183452682830809e-07,0.6412047217681465
2021-11-27 01:30:00,29967135.35333333,15993514.718333334,4079.243,1.2321743631904444e-07,4.2407894166666664e-07,1.1120510741163668e-07,0.5337582854126731
2021-11-27 01:40:00,29982743.439047616,17463441.27452381,4088.826,1.135474459475038e-07,3.7980722380952384e-07,1.0239745262896333e-07,0.5824677755970156
2021-11-27 01:50:00,29974475.478333335,16064553.293333333,4091.226,1.0678907818294001e-07,7.418072066666667e-07,8.8753213690815e-08,0.5359859382872855
2021-11-27 02:00:00,29970285.78,16039737.75,4098.883,9.239885716666667e-07,3.7525927833333334e-06,5.321003992901733e-07,0.5350488881374483
2021-11-27 02:10:00,29948897.865151513,16743194.948051948,4097.87,2.061729199675325e-07,1.5316339837662338e-06,1.1655586835273083e-07,0.5590606818958854
2021-11-27 02:20:00,29986636.70888889,16225374.275555557,4097.966,1.348880727777778e-07,1.1408262066666665e-06,1.1558193529258888e-07,0.5410887502757984
2021-11-27 02:30:00,29988021.260119043,16378941.798214287,4116.522,1.152031802886875e-07,7.487154041666668e-07,9.602668561811251e-08,0.546217654749322
2021-11-27 02:40:00,29972381.404285718,17401680.269523807,4120.468,1.1404417940219808e-07,9.03940041904762e-07,9.481814653966858e-08,0.5805660996026897
2021-11-27 02:50:00,29992841.88142857,16668229.592857143,4115.128,1.2538301285714286e-07,1.0750760171428572e-06,1.0213247243465191e-07,0.5557672591068137
2021-11-27 03:00:00,29970492.88952381,16986520.53809524,4109.241,1.151676555070487e-07,6.107619395238095e-07,9.96073143317037e-08,0.5667909573512864
2021-11-27 03:10:00,29955072.753333338,18052218.965,4122.205,1.1754292008388332e-07,6.31686355e-07,1.0150113148859666e-07,0.6025440175119517
2021-11-27 03:20:00,29990459.82916667,14434009.416666666,4134.474,1.2863048137742084e-07,7.920976775e-07,1.0910322694293334e-07,0.4812790227094411
2021-11-27 03:30:00,30001672.151309527,17457497.724761903,4133.311,1.1742478274167119e-07,7.983502435714284e-07,9.919882565376725e-08,0.5818080513290262
2021-11-27 03:40:00,29975702.70428572,15333475.433571428,4127.049,1.0908705384100286e-07,6.654710807142857e-07,9.490355779024857e-08,0.5114875740804654
2021-11-27 03:50:00,29977139.699166667,16057586.167857144,4116.269,9.575876234651915e-08,6.551435558333333e-07,8.291319234131417e-08,0.5357303950836546
2021-11-27 04:00:00,29983182.291666668,17746901.82333333,4116.463,1.1666043419530334e-07,7.509143933333334e-07,1.0370358513878335e-07,0.591864464390363
2021-11-27 04:10:00,29953446.41516755,17293433.123236332,4117.112,1.638768459876543e-07,1.2814824030864195e-06,1.4616344537037038e-07,0.577329067312202
2021-11-27 04:20:00,29945485.22380952,15336786.905714285,4125.356,1.4459826095238095e-07,4.5631721476190476e-07,1.3033321102835335e-07,0.5121510833353147
2021-11-27 04:30:00,29964536.21666667,15859235.535,4130.393,1.2588444e-07,5.580188183333334e-07,1.0812653458812e-07,0.5293575347068098
2021-11-27 04:40:00,29996427.3,18891547.558333334,4137.95,1.3350996953223334e-07,7.112358250000001e-07,1.20273040267625e-07,0.6297874029741731
2021-11-27 04:50:00,29976955.720238097,17177100.75357143,4135.939,1.379042776190476e-07,4.819202985714286e-07,1.2295337081993713e-07,0.5730672584328302
2021-11-27 05:00:00,29972925.971190475,16566310.617380952,4135.273,1.3290660452380952e-07,1.520075969047619e-06,1.1340442024055953e-07,0.5527240665312784
2021-11-27 05:10:00,29960054.71333333,16234440.809999999,4123.673,1.1426785494433333e-07,7.513847433333335e-07,9.858383087191333e-08,0.5419337771956634
2021-11-27 05:20:00,29970748.848333336,17122217.596666668,4120.081,1.1205088460185e-07,5.429586816666667e-07,1.0007760549649833e-07,0.5712427911210234
2021-11-27 05:30:00,29967649.452380955,16859796.86095238,4120.118,1.2500025833333333e-07,6.262455750000001e-07,1.1090344139655834e-07,0.5625174246191097
2021-11-27 05:40:00,29999288.723333336,17246899.17515873,4121.603,1.1459960383711747e-07,5.161161293650794e-07,9.923111338221207e-08,0.5749343087494166
