datetime,gas_limit,gas_used,Open,avg_gas_price,max_gas_price,min_gas_price,block_utilisation
2021-11-26 00:00:00,30010245.46333333,16119036.013333332,4530.280000000001,97.70439140424334,416.2605433333333,83.92967720317166,0.5370945916231855
2021-11-26 00:05:00,29954625.06666667,15648174.516666666,4530.29,109.35036611578334,1068.4840166666668,96.11554512898333,0.5223589989838668
2021-11-26 00:10:00,29955069.71,18647984.383333333,4534.032,104.41516717017335,551.9324566666667,93.35499162081666,0.622631120711446
2021-11-26 00:15:00,29933355.419999998,16203514.251666669,4537.722,103.57679354879167,364.74385666666666,90.45517065260833,0.5414886329828045
2021-11-26 00:20:00,29981440.26666667,15848384.75,4518.647999999999,114.18436508716665,364.54998333333333,102.88188791635,0.528640585619745
2021-11-26 00:25:00,29938164.314285714,15971211.566666666,4512.528,110.21502440611906,523.5082285714285,95.86120724390477,0.5334920579963194
2021-11-26 00:30:00,29961823.81666667,18778627.183333334,4516.814,129.10206666666667,807.0835500000001,107.60583979326665,0.6268089373056609
2021-11-26 00:35:00,29978878.14666667,15018933.306666667,4521.084,105.28271134698666,406.37378666666666,91.32012864160001,0.5010178599743536
2021-11-26 00:40:00,30052743.96666667,16878840.8625,4515.719999999999,122.77510000000001,861.6515583333334,106.70300465941666,0.56169696493901
2021-11-26 00:45:00,29986500.43333333,14654423.426190477,4506.134,95.50020965651429,298.70917142857144,82.1395707886143,0.48875200547510705
2021-11-26 00:50:00,29964607.229166668,17284112.354166668,4503.744000000001,100.57289339978749,321.71950416666664,87.31943155235834,0.5769086373335427
2021-11-26 00:55:00,29984956.616666667,17867177.461666666,4496.1,104.92185208047667,467.6543866666667,93.42589437977333,0.5959564991809684
2021-11-26 01:00:00,30027954.655555554,15240853.02777778,4499.062,108.23784751811668,333.7686,95.25780917624445,0.5075668929644903
2021-11-26 01:05:00,29985058.770476192,16437646.443809524,4504.976000000001,90.59062996395048,613.9759927463452,79.14986741979476,0.5482501033762304
2021-11-26 01:10:00,29973377.11238095,16365084.980952382,4504.342,92.10954171574666,468.26504380952383,78.67962016134047,0.5459201095946555
2021-11-26 01:15:00,29980066.976666667,16932283.473333336,4503.622,102.96984571301331,471.09124,90.88220202138666,0.5647085346615426
2021-11-26 01:20:00,29977520.41111111,14407112.594444444,4504.994000000001,98.82170306995833,343.452765,88.23188868605834,0.48056815526630564
2021-11-26 01:25:00,29975782.72285714,16219500.481428573,4513.184,97.53507080473429,219.90968142857145,88.61170249739857,0.5410833739112206
2021-11-26 01:30:00,29969912.643333334,18130456.526666664,4512.052,97.84553940508333,306.0694833333333,86.87428465828665,0.6048923462699849
2021-11-26 01:35:00,29982538.61904762,17851786.788690478,4505.986,104.36975502694048,1739.2038303571426,92.43359749500596,0.5954009610850494
2021-11-26 01:40:00,29971913.21666667,15616919.569999998,4495.882,100.05312304468,625.7805366666668,86.63567287746666,0.5210048609088543
2021-11-26 01:45:00,29948265.133333333,20370816.3,4493.2519999999995,117.7487882536,504.0965666666667,105.62697291203332,0.6802350008857385
2021-11-26 01:50:00,29963860.939761907,13263852.764761904,4491.612,119.42277172239167,1153.7644064285714,103.84725082952119,0.44263586140957123
2021-11-26 01:55:00,29937025.72,18034912.580000002,4488.5419999999995,110.89936373267999,990.0936099999999,94.18189848509999,0.6023923611565435
2021-11-26 02:00:00,29966666.806666665,15954865.169999998,4485.072,103.85228220793333,535.60284,91.95543440092,0.532390215716384
2021-11-26 02:05:00,29991786.373333335,18795345.633333333,4485.238,117.76374039766668,1333.5893566666668,96.88561347636667,0.6267329832876163
2021-11-26 02:10:00,29956928.903333336,15271993.543333333,4490.15,111.25740495814667,395.95418,99.70842553024,0.5097906362347435
2021-11-26 02:15:00,29953068.393333334,16352506.643333334,4489.346,123.53728333333333,1866.3756466666666,104.95219315598334,0.5459513357093968
2021-11-26 02:20:00,29988981.741666667,16093241.441666666,4487.012,127.91103333333334,496.88935,115.27790833333333,0.536675932006263
2021-11-26 02:25:00,29973294.073333334,18586609.693333335,4484.906,131.24439999999998,379.22314,119.02872989739998,0.6201017313258378
2021-11-26 02:30:00,29982341.550476193,16387644.86857143,4487.2339999999995,123.10910674320954,599.0440561904762,105.87179141813333,0.5466542029828997
2021-11-26 02:35:00,29957888.866666667,15337251.033333331,4495.718,122.03203333333333,1131.4955666666667,103.92810467793333,0.5119282410892263
2021-11-26 02:40:00,29945915.806666665,15063809.906666666,4495.454,95.05639474662999,204.48224333333332,83.93850767288667,0.5030001345066808
2021-11-26 02:45:00,29962573.176666666,16264882.069999998,4495.146,97.43173876231333,494.1574066666667,82.99111333614667,0.542820173020311
2021-11-26 02:50:00,29967962.726666667,17391154.023333333,4486.660000000001,99.87750945301335,719.7230466666667,89.5940626736,0.5803276919372864
2021-11-26 02:55:00,29987154.75,17863853.8125,4465.064,116.10625,881.5664375,104.861333616125,0.5955681478773878
2021-11-26 03:00:00,29985729.988333333,14217177.133333335,4451.414,125.33936833333333,704.1194766666666,111.42629403623167,0.4740554720298569
